 Time in recording [s],#192_F_Querlnk_hl_mR [kN]
275.822,4.64783
275.824,4.57577
275.826,4.46496
275.828,4.29681
275.83,4.05736
275.832,3.74585
275.834,3.3708
275.836,2.95546
275.838,2.52849
275.84,2.12787
275.842,1.78691
275.844,1.5343
275.846,1.39017
275.848,1.35994
275.85,1.43588
275.852,1.60249
275.854,1.83651
275.856,2.11082
275.858,2.40451
275.86,2.69742
275.862,2.98103
275.864,3.24992
275.866,3.50409
275.868,3.74663
275.87,3.97522
275.872,4.18522
275.874,4.36655
275.876,4.5037
275.878,4.57809
275.88,4.57344
275.882,4.47968
275.884,4.29448
275.886,4.02792
275.888,3.70091
275.89,3.34213
275.892,2.988
275.894,2.67185
275.896,2.42233
275.898,2.25728
275.9,2.18134
275.902,2.18444
275.904,2.24643
275.906,2.33864
275.908,2.43085
275.91,2.49594
275.912,2.51532
275.914,2.48122
275.916,2.39676
275.918,2.27742
275.92,2.14104
275.922,2.00931
275.924,1.90082
275.926,1.82566
275.928,1.78614
275.93,1.77606
275.932,1.78381
275.934,1.79389
275.936,1.79234
275.938,1.77142
275.94,1.73112
275.942,1.6792
275.944,1.62961
275.946,1.59861
275.948,1.60404
275.95,1.65673
275.952,1.75902
275.954,1.90315
275.956,2.07363
275.958,2.24565
275.96,2.39521
275.962,2.49982
275.964,2.54321
275.966,2.52229
275.968,2.44325
275.97,2.32314
275.972,2.18599
275.974,2.05735
275.976,1.96049
275.978,1.90857
275.98,1.90547
275.982,1.94422
275.984,2.00698
275.986,2.07285
275.988,2.12167
275.99,2.13717
275.992,2.11624
275.994,2.06433
275.996,2.00233
275.998,1.95507
276,1.95352
276.002,2.02171
276.004,2.17669
276.006,2.41845
276.008,2.73229
276.01,3.08874
276.012,3.44829
276.014,3.76678
276.016,4.00544
276.018,4.1364
276.02,4.14958
276.022,4.05271
276.024,3.87371
276.026,3.65054
276.028,3.43047
276.03,3.25844
276.032,3.16856
276.034,3.17863
276.036,3.28866
276.038,3.47851
276.04,3.71331
276.042,3.95198
276.044,4.15035
276.046,4.27511
276.048,4.30378
276.05,4.23481
276.052,4.08293
276.054,3.87836
276.056,3.66062
276.058,3.47077
276.06,3.34523
276.062,3.30881
276.064,3.37235
276.066,3.52888
276.068,3.75903
276.07,4.03334
276.072,4.31773
276.074,4.57964
276.076,4.79352
276.078,4.94462
276.08,5.02908
276.082,5.05233
276.084,5.02986
276.086,4.97949
276.088,4.91905
276.09,4.86481
276.092,4.82839
276.094,4.81366
276.096,4.82141
276.098,4.84853
276.1,4.89115
276.102,4.94462
276.104,5.00661
276.106,5.07868
276.108,5.16082
276.11,5.25613
276.112,5.36539
276.114,5.48782
276.116,5.61956
276.118,5.75206
276.12,5.87605
276.122,5.98143
276.124,6.0566
276.126,6.09457
276.128,6.09069
276.13,6.04497
276.132,5.96206
276.134,5.8497
276.136,5.71797
276.138,5.57849
276.14,5.44365
276.142,5.32277
276.144,5.22591
276.146,5.15849
276.148,5.1244
276.15,5.12595
276.152,5.16237
276.154,5.23211
276.156,5.32897
276.158,5.4452
276.16,5.57306
276.162,5.70015
276.164,5.81561
276.166,5.90937
276.168,5.97058
276.17,5.99616
276.172,5.98376
276.174,5.93881
276.176,5.86907
276.178,5.78538
276.18,5.70015
276.182,5.62498
276.184,5.56764
276.186,5.53277
276.188,5.51727
276.19,5.51727
276.192,5.52347
276.194,5.52657
276.196,5.52037
276.198,5.50177
276.2,5.47155
276.202,5.43591
276.204,5.40413
276.206,5.38709
276.208,5.39096
276.21,5.42041
276.212,5.47
276.214,5.52889
276.216,5.57849
276.218,5.59708
276.22,5.56144
276.222,5.45295
276.224,5.25768
276.226,4.97407
276.228,4.60909
276.23,4.17902
276.232,3.70556
276.234,3.21505
276.236,2.73074
276.238,2.272
276.24,1.85123
276.242,1.47076
276.244,1.1267
276.246,0.811318
276.248,0.514532
276.25,0.227045
276.252,-0.0542428
276.254,-0.328557
276.256,-0.589697
276.258,-0.826041
276.26,-1.02751
276.262,-1.18327
276.264,-1.28865
276.266,-1.346
276.268,-1.36149
276.27,-1.34677
276.272,-1.31655
276.274,-1.28478
276.276,-1.25921
276.278,-1.24371
276.28,-1.23519
276.282,-1.22356
276.284,-1.19722
276.286,-1.14142
276.288,-1.04611
276.29,-0.908955
276.292,-0.730728
276.294,-0.523831
276.296,-0.302985
276.298,-0.0875634
276.3,0.103836
276.302,0.258816
276.304,0.369626
276.306,0.437817
276.308,0.471913
276.31,0.483536
276.312,0.48896
276.314,0.500584
276.316,0.529255
276.318,0.575749
276.32,0.637741
276.322,0.704382
276.324,0.764824
276.326,0.806668
276.328,0.821391
276.33,0.804344
276.332,0.760174
276.334,0.696633
276.336,0.627667
276.338,0.567225
276.34,0.52848
276.342,0.519956
276.344,0.544753
276.346,0.598996
276.348,0.674936
276.35,0.760174
276.352,0.843863
276.354,0.915929
276.356,0.970172
276.358,1.00659
276.36,1.02829
276.362,1.04301
276.364,1.05696
276.366,1.07943
276.368,1.11275
276.37,1.1577
276.372,1.21116
276.374,1.26773
276.376,1.3212
276.378,1.36459
276.38,1.39714
276.382,1.41961
276.384,1.43743
276.386,1.46068
276.388,1.49865
276.39,1.56142
276.392,1.65518
276.394,1.78226
276.396,1.93879
276.398,2.11779
276.4,2.30609
276.402,2.48975
276.404,2.6548
276.406,2.78808
276.408,2.87952
276.41,2.92446
276.412,2.92136
276.414,2.87099
276.416,2.78033
276.418,2.65712
276.42,2.50834
276.422,2.34561
276.424,2.17824
276.426,2.01706
276.428,1.87215
276.43,1.75359
276.432,1.6699
276.434,1.62806
276.436,1.63038
276.438,1.67765
276.44,1.76599
276.442,1.88765
276.444,2.03333
276.446,2.19296
276.448,2.35724
276.45,2.51919
276.452,2.67572
276.454,2.82683
276.456,2.97716
276.458,3.13059
276.46,3.29099
276.462,3.46069
276.464,3.63427
276.466,3.80552
276.468,3.95973
276.47,4.08448
276.472,4.16352
276.474,4.18832
276.476,4.15655
276.478,4.07364
276.48,3.95508
276.482,3.82334
276.484,3.70633
276.486,3.63039
276.488,3.61645
276.49,3.67921
276.492,3.81792
276.494,4.02094
276.496,4.26426
276.498,4.51765
276.5,4.74547
276.502,4.9144
276.504,4.99886
276.506,4.98182
276.508,4.85938
276.51,4.63699
276.512,4.33245
276.514,3.96825
276.516,3.57073
276.518,3.16546
276.52,2.77568
276.522,2.41923
276.524,2.11005
276.526,1.85743
276.528,1.66835
276.53,1.5467
276.532,1.49168
276.534,1.50098
276.536,1.56917
276.538,1.68308
276.54,1.82721
276.542,1.98064
276.544,2.12012
276.546,2.22241
276.548,2.26967
276.55,2.2503
276.552,2.16506
276.554,2.02403
276.556,1.84968
276.558,1.6699
276.56,1.5157
276.562,1.41341
276.564,1.37854
276.566,1.41496
276.568,1.5095
276.57,1.63348
276.572,1.75204
276.574,1.82411
276.576,1.81713
276.578,1.70787
276.58,1.49323
276.582,1.18714
276.584,0.824491
276.586,0.45099
276.588,0.11701
276.59,-0.129408
276.592,-0.256491
276.594,-0.247967
276.596,-0.110035
276.598,0.130958
276.6,0.435492
276.602,0.757075
276.604,1.04999
276.606,1.28091
276.608,1.43046
276.61,1.5002
276.612,1.50718
276.614,1.48083
276.616,1.45448
276.618,1.46068
276.62,1.51957
276.622,1.63813
276.624,1.80861
276.626,2.00776
276.628,2.20303
276.63,2.36111
276.632,2.44945
276.634,2.44713
276.636,2.34406
276.638,2.14492
276.64,1.86518
276.642,1.5281
276.644,1.16002
276.646,0.787296
276.648,0.431618
276.65,0.110035
276.652,-0.165053
276.654,-0.388224
276.656,-0.551727
276.658,-0.651689
276.66,-0.681135
276.662,-0.633866
276.664,-0.507558
276.666,-0.30221
276.668,-0.0255716
276.67,0.30531
276.672,0.669511
276.674,1.03681
276.676,1.37699
276.678,1.6637
276.68,1.87835
276.682,2.01473
276.684,2.07905
276.686,2.0899
276.688,2.07518
276.69,2.062
276.692,2.07595
276.694,2.13174
276.696,2.22783
276.698,2.35104
276.7,2.47425
276.702,2.56336
276.704,2.58506
276.706,2.51609
276.708,2.34406
276.71,2.07827
276.712,1.74197
276.714,1.37544
276.716,1.02441
276.718,0.732278
276.72,0.534679
276.722,0.448666
276.724,0.475787
276.726,0.596671
276.728,0.778772
276.73,0.98412
276.732,1.17552
276.734,1.3243
276.736,1.41574
276.738,1.45216
276.74,1.44751
276.742,1.42659
276.744,1.41574
276.746,1.43434
276.748,1.494
276.75,1.59164
276.752,1.7133
276.754,1.83418
276.756,1.92949
276.758,1.97754
276.76,1.96746
276.762,1.90237
276.764,1.79931
276.766,1.68773
276.768,1.60016
276.77,1.56839
276.772,1.61411
276.774,1.74429
276.776,1.94887
276.778,2.20381
276.78,2.47425
276.782,2.72299
276.784,2.91826
276.786,3.03992
276.788,3.08332
276.79,3.06084
276.792,2.99808
276.794,2.92679
276.796,2.87642
276.798,2.8679
276.8,2.90509
276.802,2.97716
276.804,3.05465
276.806,3.09959
276.808,3.06937
276.81,2.93066
276.812,2.66332
276.814,2.26657
276.816,1.76367
276.818,1.19489
276.82,0.612169
276.822,0.0712906
276.824,-0.3766
276.826,-0.698957
276.828,-0.879509
276.83,-0.924453
276.832,-0.857811
276.834,-0.71678
276.836,-0.541653
276.838,-0.370401
276.84,-0.22937
276.842,-0.129408
276.844,-0.0658663
276.846,-0.0209222
276.848,0.0286712
276.85,0.111585
276.852,0.247192
276.854,0.445566
276.856,0.703607
276.858,1.00737
276.86,1.3305
276.862,1.64433
276.864,1.9202
276.866,2.13484
276.868,2.27432
276.87,2.33554
276.872,2.32469
276.874,2.25728
276.876,2.15112
276.878,2.02403
276.88,1.8923
276.882,1.76444
276.884,1.64588
276.886,1.53585
276.888,1.43124
276.89,1.3274
276.892,1.21969
276.894,1.1081
276.896,0.991094
276.898,0.873309
276.9,0.758625
276.902,0.651689
276.904,0.556376
276.906,0.477337
276.908,0.416895
276.91,0.3797
276.912,0.368076
276.914,0.387449
276.916,0.442466
276.918,0.537779
276.92,0.676485
276.922,0.855487
276.924,1.07013
276.926,1.30725
276.928,1.55057
276.93,1.77839
276.932,1.97056
276.934,2.10772
276.936,2.17824
276.938,2.17824
276.94,2.11315
276.942,2.00079
276.944,1.86363
276.946,1.73035
276.948,1.62961
276.95,1.58544
276.952,1.61489
276.954,1.72492
276.956,1.91322
276.958,2.16816
276.96,2.47037
276.962,2.79738
276.964,3.12671
276.966,3.43744
276.968,3.71176
276.97,3.93493
276.972,4.09688
276.974,4.19142
276.976,4.21234
276.978,4.15577
276.98,4.01784
276.982,3.79855
276.984,3.50021
276.986,3.12826
276.988,2.69587
276.99,2.21853
276.992,1.7164
276.994,1.21426
276.996,0.733828
276.998,0.294461
277,-0.0883383
277.002,-0.407596
277.004,-0.662537
277.006,-0.858586
277.008,-1.00194
277.01,-1.10423
277.012,-1.17242
277.014,-1.21116
277.016,-1.22124
277.018,-1.20032
277.02,-1.14452
277.022,-1.04921
277.024,-0.914379
277.026,-0.742352
277.028,-0.540103
277.03,-0.318483
277.032,-0.090663
277.034,0.130958
277.036,0.340955
277.038,0.534679
277.04,0.713681
277.042,0.884158
277.044,1.05309
277.046,1.22511
277.048,1.40101
277.05,1.57149
277.052,1.7226
277.054,1.83263
277.056,1.8768
277.058,1.83418
277.06,1.6916
277.062,1.44828
277.064,1.1205
277.066,0.736153
277.068,0.33708
277.07,-0.0286712
277.072,-0.319258
277.074,-0.499034
277.076,-0.550952
277.078,-0.477337
277.08,-0.302985
277.082,-0.0674161
277.084,0.178226
277.086,0.383574
277.088,0.505233
277.09,0.514532
277.092,0.406046
277.094,0.194499
277.096,-0.0860136
277.098,-0.392098
277.1,-0.674161
277.102,-0.887258
277.104,-1.00194
277.106,-1.00349
277.108,-0.896556
277.11,-0.703607
277.112,-0.45409
277.114,-0.1852
277.116,0.0705157
277.118,0.291361
277.12,0.464164
277.122,0.591247
277.124,0.682685
277.126,0.75475
277.128,0.824491
277.13,0.904305
277.132,0.999618
277.134,1.105
277.136,1.20961
277.138,1.30028
277.14,1.36072
277.142,1.38242
277.144,1.36149
277.146,1.30493
277.148,1.22434
277.15,1.13755
277.152,1.06161
277.154,1.00969
277.156,0.987219
277.158,0.991094
277.16,1.00892
277.162,1.02209
277.164,1.01047
277.166,0.956998
277.168,0.850062
277.17,0.687334
277.172,0.478887
277.174,0.240218
277.176,-0.00619918
277.178,-0.236344
277.18,-0.430843
277.182,-0.574199
277.184,-0.658663
277.186,-0.686559
277.188,-0.663312
277.19,-0.597446
277.192,-0.495934
277.194,-0.364202
277.196,-0.199924
277.198,0.00232469
277.2,0.252617
277.202,0.557926
277.204,0.922128
277.206,1.3398
277.208,1.79621
277.21,2.26657
277.212,2.71757
277.214,3.11199
277.216,3.41342
277.218,3.59397
277.22,3.63427
277.222,3.53276
277.224,3.30184
277.226,2.96786
277.228,2.56956
277.23,2.14802
277.232,1.74584
277.234,1.39946
277.236,1.13522
277.238,0.969397
277.24,0.902755
277.242,0.927552
277.244,1.02596
277.246,1.17474
277.248,1.34987
277.25,1.52655
277.252,1.6823
277.254,1.80009
277.256,1.86595
277.258,1.87138
277.26,1.81403
277.262,1.69393
277.264,1.51647
277.266,1.29098
277.268,1.03216
277.27,0.755525
277.272,0.480436
277.274,0.223945
277.276,0.00464938
277.278,-0.165828
277.28,-0.281288
277.282,-0.34018
277.284,-0.349479
277.286,-0.320808
277.288,-0.269664
277.29,-0.211547
277.292,-0.161179
277.294,-0.130183
277.296,-0.120884
277.298,-0.131733
277.3,-0.155754
277.302,-0.180551
277.304,-0.194499
277.306,-0.184426
277.308,-0.144906
277.31,-0.0720655
277.312,0.0271214
277.314,0.144906
277.316,0.266565
277.318,0.37505
277.32,0.456415
277.322,0.495934
277.324,0.486636
277.326,0.424644
277.328,0.311509
277.33,0.154979
277.332,-0.0340955
277.334,-0.244868
277.336,-0.462614
277.338,-0.674936
277.34,-0.86866
277.342,-1.03526
277.344,-1.16467
277.346,-1.25223
277.348,-1.29563
277.35,-1.2933
277.352,-1.24913
277.354,-1.16855
277.356,-1.05851
277.358,-0.929877
277.36,-0.79272
277.362,-0.657888
277.364,-0.533129
277.366,-0.426194
277.368,-0.337855
277.37,-0.268115
277.372,-0.213097
277.374,-0.166603
277.376,-0.121659
277.378,-0.0743902
277.38,-0.0201473
277.382,0.0371951
277.384,0.0968622
277.386,0.15033
277.388,0.189075
277.39,0.203798
277.392,0.18985
277.394,0.143356
277.396,0.0650914
277.398,-0.0387449
277.4,-0.160404
277.402,-0.288262
277.404,-0.412245
277.406,-0.521506
277.408,-0.609069
277.41,-0.672611
277.412,-0.711356
277.414,-0.729178
277.416,-0.732278
277.418,-0.725304
277.42,-0.714455
277.422,-0.702832
277.424,-0.694308
277.426,-0.686559
277.428,-0.679585
277.43,-0.671061
277.432,-0.657888
277.434,-0.640065
277.436,-0.616818
277.438,-0.588922
277.44,-0.557926
277.442,-0.52693
277.444,-0.498259
277.446,-0.473462
277.448,-0.45409
277.45,-0.440917
277.452,-0.434717
277.454,-0.436267
277.456,-0.447116
277.458,-0.468813
277.46,-0.502908
277.462,-0.550952
277.464,-0.612944
277.466,-0.687334
277.468,-0.771798
277.47,-0.860911
277.472,-0.948474
277.474,-1.02829
277.476,-1.09338
277.478,-1.1391
277.48,-1.16157
277.482,-1.16002
277.484,-1.136
277.486,-1.09183
277.488,-1.03216
277.49,-0.960873
277.492,-0.879509
277.494,-0.790395
277.496,-0.693533
277.498,-0.588147
277.5,-0.473462
277.502,-0.350254
277.504,-0.220071
277.506,-0.0875634
277.508,0.0395198
277.51,0.154205
277.512,0.247967
277.514,0.312284
277.516,0.342505
277.518,0.33708
277.52,0.297561
277.522,0.230145
277.524,0.144131
277.526,0.0495934
277.528,-0.0433943
277.53,-0.128633
277.532,-0.199924
277.534,-0.255716
277.536,-0.298335
277.538,-0.330106
277.54,-0.356453
277.542,-0.38125
277.544,-0.406821
277.546,-0.433168
277.548,-0.457964
277.55,-0.478112
277.552,-0.48896
277.554,-0.485861
277.556,-0.467263
277.558,-0.430843
277.56,-0.3797
277.562,-0.317708
277.564,-0.247967
277.566,-0.175902
277.568,-0.104611
277.57,-0.0371951
277.572,0.0255716
277.574,0.0867885
277.576,0.147231
277.578,0.208447
277.58,0.271214
277.582,0.333981
277.584,0.392873
277.586,0.444016
277.588,0.481211
277.59,0.500584
277.592,0.498259
277.594,0.471913
277.596,0.424644
277.598,0.359552
277.6,0.282063
277.602,0.200698
277.604,0.120109
277.606,0.044944
277.608,-0.0209222
277.61,-0.0798144
277.612,-0.132507
277.614,-0.182876
277.616,-0.234794
277.618,-0.291361
277.62,-0.354128
277.622,-0.422319
277.624,-0.495159
277.626,-0.568775
277.628,-0.63929
277.63,-0.704382
277.632,-0.761724
277.634,-0.808993
277.636,-0.846963
277.638,-0.877184
277.64,-0.900431
277.642,-0.917479
277.644,-0.929102
277.646,-0.934526
277.648,-0.932202
277.65,-0.921353
277.652,-0.901206
277.654,-0.870985
277.656,-0.833015
277.658,-0.78962
277.66,-0.744676
277.662,-0.702832
277.664,-0.665637
277.666,-0.636191
277.668,-0.615269
277.67,-0.60132
277.672,-0.590472
277.674,-0.581173
277.676,-0.56955
277.678,-0.553277
277.68,-0.532355
277.682,-0.509883
277.684,-0.48896
277.686,-0.473462
277.688,-0.468038
277.69,-0.476562
277.692,-0.499809
277.694,-0.536229
277.696,-0.582723
277.698,-0.634641
277.7,-0.686559
277.702,-0.734603
277.704,-0.774897
277.706,-0.807443
277.708,-0.83224
277.71,-0.852387
277.712,-0.869435
277.714,-0.886483
277.716,-0.902755
277.718,-0.916704
277.72,-0.926002
277.722,-0.926777
277.724,-0.915929
277.726,-0.893457
277.728,-0.860911
277.73,-0.826041
277.732,-0.798144
277.734,-0.788071
277.736,-0.807443
277.738,-0.862461
277.74,-0.956998
277.742,-1.08563
277.744,-1.23906
277.746,-1.39791
277.748,-1.54282
277.75,-1.65208
277.752,-1.70787
277.754,-1.69858
277.756,-1.62186
277.758,-1.48315
277.76,-1.29718
277.762,-1.08563
277.764,-0.869435
277.766,-0.671061
277.768,-0.506783
277.77,-0.383574
277.772,-0.30376
277.774,-0.258041
277.776,-0.233244
277.778,-0.213097
277.78,-0.182101
277.782,-0.127858
277.784,-0.044944
277.786,0.0650914
277.788,0.197599
277.79,0.340955
277.792,0.480436
277.794,0.603645
277.796,0.700507
277.798,0.765599
277.8,0.795045
277.802,0.79117
277.804,0.758625
277.806,0.701282
277.808,0.623792
277.81,0.52848
277.812,0.41612
277.814,0.287487
277.816,0.142581
277.818,-0.0178226
277.82,-0.192175
277.822,-0.374275
277.824,-0.557151
277.826,-0.733053
277.828,-0.892682
277.83,-1.02984
277.832,-1.14142
277.834,-1.22744
277.836,-1.28943
277.838,-1.33437
277.84,-1.36614
277.842,-1.39094
277.844,-1.40954
277.846,-1.42194
277.848,-1.42271
277.85,-1.40566
277.852,-1.36304
277.854,-1.28865
277.856,-1.18094
277.858,-1.03914
277.86,-0.87176
277.862,-0.688884
277.864,-0.503683
277.866,-0.329331
277.868,-0.177452
277.87,-0.0557926
277.872,0.0317708
277.874,0.090663
277.876,0.127858
277.878,0.152655
277.88,0.175902
277.882,0.206123
277.884,0.246417
277.886,0.297561
277.888,0.354128
277.89,0.408371
277.892,0.44944
277.894,0.470363
277.896,0.463389
277.898,0.426968
277.9,0.363427
277.902,0.278963
277.904,0.181326
277.906,0.0805893
277.908,-0.0147231
277.91,-0.100737
277.912,-0.173577
277.914,-0.236344
277.916,-0.290587
277.918,-0.34173
277.92,-0.394423
277.922,-0.450215
277.924,-0.509883
277.926,-0.571099
277.928,-0.627667
277.93,-0.674936
277.932,-0.705932
277.934,-0.71678
277.936,-0.707481
277.938,-0.678035
277.94,-0.633091
277.942,-0.578848
277.944,-0.522281
277.946,-0.469588
277.948,-0.424644
277.95,-0.391323
277.952,-0.370401
277.954,-0.359552
277.956,-0.357228
277.958,-0.358777
277.96,-0.362652
277.962,-0.365752
277.964,-0.367301
277.966,-0.365752
277.968,-0.360327
277.97,-0.351803
277.972,-0.337855
277.974,-0.319258
277.976,-0.294461
277.978,-0.263465
277.98,-0.22782
277.982,-0.18985
277.984,-0.152655
277.986,-0.120884
277.988,-0.0991869
277.99,-0.0922128
277.992,-0.100737
277.994,-0.124758
277.996,-0.162728
277.998,-0.208447
278,-0.256491
278.002,-0.29911
278.004,-0.330106
278.006,-0.347154
278.008,-0.347929
278.01,-0.335531
278.012,-0.314608
278.014,-0.290587
278.016,-0.271214
278.018,-0.26114
278.02,-0.26269
278.022,-0.275863
278.024,-0.297561
278.026,-0.323132
278.028,-0.347154
278.03,-0.363427
278.032,-0.368851
278.034,-0.360327
278.036,-0.34018
278.038,-0.310734
278.04,-0.276638
278.042,-0.241768
278.044,-0.209222
278.046,-0.182101
278.048,-0.158854
278.05,-0.138707
278.052,-0.119334
278.054,-0.098412
278.056,-0.075165
278.058,-0.0495934
278.06,-0.0255716
278.062,-0.00619918
278.064,0.00619918
278.066,0.0100737
278.068,0.00619918
278.07,0
278.072,-0.00232469
278.074,0.00852387
278.076,0.0433943
278.078,0.11081
278.08,0.215421
278.082,0.356453
278.084,0.52693
278.086,0.71678
278.088,0.90818
278.09,1.08408
278.092,1.22821
278.094,1.32817
278.096,1.37699
278.098,1.37312
278.1,1.32352
278.102,1.23829
278.104,1.1298
278.106,1.01124
278.108,0.891907
278.11,0.776447
278.112,0.665637
278.114,0.555601
278.116,0.437817
278.118,0.30531
278.12,0.15188
278.122,-0.0216971
278.124,-0.214647
278.126,-0.41767
278.128,-0.616043
278.13,-0.79582
278.132,-0.940725
278.134,-1.03914
278.136,-1.08176
278.138,-1.06781
278.14,-1.00039
278.142,-0.888807
278.144,-0.745451
278.146,-0.583498
278.148,-0.41612
278.15,-0.254166
278.152,-0.104611
278.154,0.0271214
278.156,0.140256
278.158,0.235569
278.16,0.314608
278.162,0.378925
278.164,0.430843
278.166,0.471913
278.168,0.503683
278.17,0.52848
278.172,0.547852
278.174,0.565675
278.176,0.586597
278.178,0.612169
278.18,0.647039
278.182,0.691983
278.184,0.744676
278.186,0.801244
278.188,0.856262
278.19,0.900431
278.192,0.926002
278.194,0.927552
278.196,0.899656
278.198,0.841539
278.2,0.75785
278.202,0.654013
278.204,0.539329
278.206,0.423869
278.208,0.316933
278.21,0.22627
278.212,0.155754
278.214,0.107711
278.216,0.0813642
278.218,0.0728404
278.22,0.0790395
278.222,0.0960873
278.224,0.120109
278.226,0.151105
278.228,0.18675
278.23,0.22937
278.232,0.278963
278.234,0.334756
278.236,0.397522
278.238,0.463389
278.24,0.530805
278.242,0.597446
278.244,0.660213
278.246,0.717555
278.248,0.771023
278.25,0.822941
278.252,0.876409
278.254,0.936076
278.256,1.00349
278.258,1.08176
278.26,1.17087
278.262,1.26696
278.264,1.36614
278.266,1.46223
278.268,1.54902
278.27,1.62109
278.272,1.67455
278.274,1.70865
278.276,1.72337
278.278,1.72337
278.28,1.71097
278.282,1.68928
278.284,1.66215
278.286,1.62961
278.288,1.59086
278.29,1.54437
278.292,1.48703
278.294,1.41806
278.296,1.33592
278.298,1.24294
278.3,1.14452
278.302,1.04534
278.304,0.952349
278.306,0.872534
278.308,0.812092
278.31,0.771798
278.312,0.752425
278.314,0.750876
278.316,0.760949
278.318,0.775672
278.32,0.790395
278.322,0.798919
278.324,0.799694
278.326,0.79272
278.328,0.782646
278.33,0.773348
278.332,0.772573
278.334,0.784971
278.336,0.815192
278.338,0.864011
278.34,0.931427
278.342,1.01357
278.344,1.105
278.346,1.20032
278.348,1.29408
278.35,1.38009
278.352,1.45526
278.354,1.5188
278.356,1.56917
278.358,1.60714
278.36,1.63271
278.362,1.64821
278.364,1.65286
278.366,1.64743
278.368,1.63116
278.37,1.60559
278.372,1.57072
278.374,1.5281
278.376,1.47928
278.378,1.42891
278.38,1.37777
278.382,1.3305
278.384,1.28788
278.386,1.25146
278.388,1.22201
278.39,1.19799
278.392,1.17784
278.394,1.16002
278.396,1.14452
278.398,1.13058
278.4,1.1174
278.402,1.10655
278.404,1.0988
278.406,1.09648
278.408,1.10035
278.41,1.10965
278.412,1.12438
278.414,1.14375
278.416,1.16622
278.418,1.18947
278.42,1.21349
278.422,1.23674
278.424,1.25998
278.426,1.28323
278.428,1.3057
278.43,1.32895
278.432,1.35065
278.434,1.37002
278.436,1.38397
278.438,1.38939
278.44,1.38474
278.442,1.36614
278.444,1.33515
278.446,1.29098
278.448,1.23596
278.45,1.17474
278.452,1.11043
278.454,1.04766
278.456,0.988769
278.458,0.935301
278.46,0.887258
278.462,0.843088
278.464,0.798919
278.466,0.7532
278.468,0.703607
278.47,0.649364
278.472,0.592022
278.474,0.533904
278.476,0.481211
278.478,0.437042
278.48,0.406821
278.482,0.394423
278.484,0.399847
278.486,0.422319
278.488,0.459514
278.49,0.506008
278.492,0.556376
278.494,0.60752
278.496,0.654788
278.498,0.697408
278.5,0.733828
278.502,0.766374
278.504,0.797369
278.506,0.828365
278.508,0.860136
278.51,0.893457
278.512,0.926777
278.514,0.956998
278.516,0.981795
278.518,0.996518
278.52,0.999618
278.522,0.989544
278.524,0.967072
278.526,0.933751
278.528,0.891132
278.53,0.841539
278.532,0.788071
278.534,0.730728
278.536,0.671061
278.538,0.608294
278.54,0.541653
278.542,0.472687
278.544,0.401397
278.546,0.331656
278.548,0.268115
278.55,0.217746
278.552,0.185975
278.554,0.177452
278.556,0.196824
278.558,0.243318
278.56,0.313059
278.562,0.400622
278.564,0.495159
278.566,0.586597
278.568,0.664087
278.57,0.717555
278.572,0.742352
278.574,0.735378
278.576,0.698183
278.578,0.636966
278.58,0.557926
278.582,0.470363
278.584,0.382024
278.586,0.301435
278.588,0.230919
278.59,0.174352
278.592,0.130958
278.594,0.0976371
278.596,0.0720655
278.598,0.0503683
278.6,0.0309959
278.602,0.0116235
278.604,-0.00697408
278.606,-0.0247967
278.608,-0.0395198
278.61,-0.0495934
278.612,-0.0511432
278.614,-0.0426194
278.616,-0.0232469
278.618,0.00619918
278.62,0.0472687
278.622,0.0976371
278.624,0.154979
278.626,0.216196
278.628,0.276638
278.63,0.332431
278.632,0.380475
278.634,0.41457
278.636,0.433168
278.638,0.434717
278.64,0.418445
278.642,0.387449
278.644,0.345604
278.646,0.29911
278.648,0.254166
278.65,0.217746
278.652,0.194499
278.654,0.189075
278.656,0.200698
278.658,0.227045
278.66,0.265015
278.662,0.306084
278.664,0.345604
278.666,0.37505
278.668,0.392098
278.67,0.394423
278.672,0.382799
278.674,0.359552
278.676,0.329331
278.678,0.297561
278.68,0.26734
278.682,0.240993
278.684,0.216971
278.686,0.192949
278.688,0.165828
278.69,0.129408
278.692,0.0813642
278.694,0.0193724
278.696,-0.0542428
278.698,-0.137157
278.7,-0.222396
278.702,-0.30221
278.704,-0.369626
278.706,-0.416895
278.708,-0.440917
278.71,-0.441692
278.712,-0.421544
278.714,-0.386674
278.716,-0.34328
278.718,-0.299885
278.72,-0.26269
278.722,-0.234794
278.724,-0.219296
278.726,-0.214647
278.728,-0.217746
278.73,-0.225495
278.732,-0.233244
278.734,-0.237119
278.736,-0.236344
278.738,-0.228595
278.74,-0.215421
278.742,-0.196049
278.744,-0.170477
278.746,-0.136382
278.748,-0.090663
278.75,-0.0278963
278.752,0.0565675
278.754,0.170477
278.756,0.314608
278.758,0.49051
278.76,0.694308
278.762,0.916704
278.764,1.1453
278.766,1.36537
278.768,1.56142
278.77,1.71717
278.772,1.82101
278.774,1.86518
278.776,1.84813
278.778,1.77452
278.78,1.65208
278.782,1.49633
278.784,1.32043
278.786,1.13987
278.788,0.967847
278.79,0.811318
278.792,0.673386
278.794,0.553277
278.796,0.444016
278.798,0.335531
278.8,0.216971
278.802,0.0790395
278.804,-0.0860136
278.806,-0.281288
278.808,-0.503683
