 Time in recording [s],#192_F_Querlnk_hl_mR [kN]
57.516,2.42078
57.518,2.41458
57.52,2.42233
57.522,2.44093
57.524,2.4665
57.526,2.49362
57.528,2.51919
57.53,2.54011
57.532,2.55484
57.534,2.56569
57.536,2.57498
57.538,2.58428
57.54,2.59823
57.542,2.6176
57.544,2.64395
57.546,2.67572
57.548,2.70982
57.55,2.74314
57.552,2.77026
57.554,2.78808
57.556,2.79041
57.558,2.77646
57.56,2.74391
57.562,2.69432
57.564,2.62768
57.566,2.54864
57.568,2.45875
57.57,2.36421
57.572,2.2689
57.574,2.17591
57.576,2.09067
57.578,2.01551
57.58,1.95352
57.582,1.90625
57.584,1.87448
57.586,1.85898
57.588,1.85898
57.59,1.87138
57.592,1.8954
57.594,1.92794
57.596,1.96746
57.598,2.01086
57.6,2.05735
57.602,2.10617
57.604,2.15731
57.606,2.21156
57.608,2.26812
57.61,2.32702
57.612,2.38746
57.614,2.44713
57.616,2.50214
57.618,2.54786
57.62,2.58118
57.622,2.59746
57.624,2.59358
57.626,2.56723
57.628,2.52152
57.63,2.45642
57.632,2.37894
57.634,2.29292
57.636,2.20536
57.638,2.12089
57.64,2.04573
57.642,1.98141
57.644,1.92794
57.646,1.88533
57.648,1.85046
57.65,1.82023
57.652,1.79079
57.654,1.75979
57.656,1.7257
57.658,1.6885
57.66,1.64898
57.662,1.60946
57.664,1.57149
57.666,1.53817
57.668,1.51105
57.67,1.48935
57.672,1.47308
57.674,1.46146
57.676,1.45216
57.678,1.44363
57.68,1.43666
57.682,1.42891
57.684,1.42349
57.686,1.42116
57.688,1.42349
57.69,1.43279
57.692,1.44983
57.694,1.47463
57.696,1.50485
57.698,1.53817
57.7,1.56917
57.702,1.59474
57.704,1.61024
57.706,1.61179
57.708,1.59706
57.71,1.56762
57.712,1.52345
57.714,1.46766
57.716,1.40411
57.718,1.33747
57.72,1.27083
57.722,1.20729
57.724,1.1484
57.726,1.09493
57.728,1.04611
57.73,1.00272
57.732,0.963197
57.734,0.926777
57.736,0.894232
57.738,0.866335
57.74,0.846188
57.742,0.83379
57.744,0.833015
57.746,0.843863
57.748,0.867885
57.75,0.902755
57.752,0.946925
57.754,0.996518
57.756,1.04921
57.758,1.09958
57.76,1.14452
57.762,1.18094
57.764,1.20729
57.766,1.22279
57.768,1.22821
57.77,1.22511
57.772,1.21504
57.774,1.19877
57.776,1.17862
57.778,1.15305
57.78,1.12283
57.782,1.08641
57.784,1.04146
57.786,0.987994
57.788,0.925228
57.79,0.852387
57.792,0.772573
57.794,0.688884
57.796,0.603645
57.798,0.523056
57.8,0.451765
57.802,0.394423
57.804,0.353353
57.806,0.331656
57.808,0.328557
57.81,0.34328
57.812,0.372726
57.814,0.411471
57.816,0.45564
57.818,0.500584
57.82,0.540103
57.822,0.572649
57.824,0.593571
57.826,0.603645
57.828,0.60132
57.83,0.589697
57.832,0.568775
57.834,0.541653
57.836,0.510657
57.838,0.477337
57.84,0.444016
57.842,0.410696
57.844,0.3797
57.846,0.351029
57.848,0.324682
57.85,0.301435
57.852,0.282063
57.854,0.266565
57.856,0.255716
57.858,0.249517
57.86,0.249517
57.862,0.254166
57.864,0.263465
57.866,0.276638
57.868,0.292136
57.87,0.307634
57.872,0.322357
57.874,0.333206
57.876,0.339405
57.878,0.34018
57.88,0.334756
57.882,0.323132
57.884,0.306084
57.886,0.285162
57.888,0.26114
57.89,0.235569
57.892,0.209222
57.894,0.182876
57.896,0.157304
57.898,0.134057
57.9,0.11236
57.902,0.0945375
57.904,0.0805893
57.906,0.0720655
57.908,0.0689659
57.91,0.0736153
57.912,0.0867885
57.914,0.108486
57.916,0.138707
57.918,0.177452
57.92,0.222396
57.922,0.272764
57.924,0.324682
57.926,0.375825
57.928,0.423094
57.93,0.463389
57.932,0.495934
57.934,0.518406
57.936,0.530805
57.938,0.533129
57.94,0.526155
57.942,0.512207
57.944,0.492835
57.946,0.470363
57.948,0.444791
57.95,0.418445
57.952,0.392873
57.954,0.367301
57.956,0.342505
57.958,0.317708
57.96,0.293686
57.962,0.269664
57.964,0.246417
57.966,0.223945
57.968,0.203023
57.97,0.183651
57.972,0.167378
57.974,0.154979
57.976,0.147231
57.978,0.144131
57.98,0.145681
57.982,0.15343
57.984,0.165828
57.986,0.182101
57.988,0.202248
57.99,0.223945
57.992,0.247192
57.994,0.269664
57.996,0.289812
57.998,0.307634
58,0.321582
58.002,0.330106
58.004,0.332431
58.006,0.329331
58.008,0.319258
58.01,0.302985
58.012,0.281288
58.014,0.254166
58.016,0.22317
58.018,0.18985
58.02,0.154205
58.022,0.118559
58.024,0.0844638
58.026,0.0534679
58.028,0.0271214
58.03,0.00619918
58.032,-0.00774897
58.034,-0.0147231
58.036,-0.0147231
58.038,-0.00852387
58.04,0.00154979
58.042,0.0154979
58.044,0.0294461
58.046,0.0426194
58.048,0.0503683
58.05,0.0534679
58.052,0.0488185
58.054,0.0371951
58.056,0.0193724
58.058,-0.00309959
58.06,-0.0294461
58.062,-0.0557926
58.064,-0.0821391
58.066,-0.106161
58.068,-0.126308
58.07,-0.144131
58.072,-0.159629
58.074,-0.175127
58.076,-0.18985
58.078,-0.206898
58.08,-0.225495
58.082,-0.244093
58.084,-0.26269
58.086,-0.277413
58.088,-0.285937
58.09,-0.284387
58.092,-0.271214
58.094,-0.246417
58.096,-0.208447
58.098,-0.161954
58.1,-0.109261
58.102,-0.0557926
58.104,-0.00697408
58.106,0.0325457
58.108,0.0588922
58.11,0.0697408
58.112,0.0650914
58.114,0.0457189
58.116,0.0139482
58.118,-0.0247967
58.12,-0.0697408
58.122,-0.11546
58.124,-0.159629
58.126,-0.200698
58.128,-0.237894
58.13,-0.273539
58.132,-0.306084
58.134,-0.337855
58.136,-0.368076
58.138,-0.396747
58.14,-0.420769
58.142,-0.439367
58.144,-0.448666
58.146,-0.446341
58.148,-0.431618
58.15,-0.402947
58.152,-0.363427
58.154,-0.313833
58.156,-0.258816
58.158,-0.203023
58.16,-0.15033
58.162,-0.105386
58.164,-0.0689659
58.166,-0.0426194
58.168,-0.0271214
58.17,-0.0201473
58.172,-0.0201473
58.174,-0.0247967
58.176,-0.0333206
58.178,-0.0433943
58.18,-0.0550177
58.182,-0.0689659
58.184,-0.0860136
58.186,-0.106161
58.188,-0.130183
58.19,-0.157304
58.192,-0.184426
58.194,-0.210772
58.196,-0.233244
58.198,-0.247192
58.2,-0.251842
58.202,-0.245642
58.204,-0.22782
58.206,-0.200698
58.208,-0.165053
58.21,-0.125533
58.212,-0.0852387
58.214,-0.0457189
58.216,-0.0116235
58.218,0.0162728
58.22,0.0387449
58.222,0.0542428
58.224,0.0643165
58.226,0.068191
58.228,0.0658663
58.23,0.0581173
58.232,0.0433943
58.234,0.0209222
58.236,-0.00929877
58.238,-0.0495934
58.24,-0.0976371
58.242,-0.15188
58.244,-0.209222
58.246,-0.266565
58.248,-0.319258
58.25,-0.363427
58.252,-0.397522
58.254,-0.419219
58.256,-0.430068
58.258,-0.430068
58.26,-0.423094
58.262,-0.41302
58.264,-0.402947
58.266,-0.395198
58.268,-0.393648
58.27,-0.396747
58.272,-0.405271
58.274,-0.41767
58.276,-0.431618
58.278,-0.445566
58.28,-0.459514
58.282,-0.472687
58.284,-0.486636
58.286,-0.503683
58.288,-0.52538
58.29,-0.554827
58.292,-0.593571
58.294,-0.640065
58.296,-0.695083
58.298,-0.753975
58.3,-0.813642
58.302,-0.869435
58.304,-0.918253
58.306,-0.954674
58.308,-0.977921
58.31,-0.987219
58.312,-0.983345
58.314,-0.968622
58.316,-0.946925
58.318,-0.921353
58.32,-0.896556
58.322,-0.874859
58.324,-0.858586
58.326,-0.848513
58.328,-0.844638
58.33,-0.847738
58.332,-0.855487
58.334,-0.867885
58.336,-0.883383
58.338,-0.902755
58.34,-0.924453
58.342,-0.950799
58.344,-0.980245
58.346,-1.01434
58.348,-1.05309
58.35,-1.09493
58.352,-1.13987
58.354,-1.18482
58.356,-1.22821
58.358,-1.26773
58.36,-1.30105
58.362,-1.32585
58.364,-1.3398
58.366,-1.3429
58.368,-1.3336
58.37,-1.31423
58.372,-1.28478
58.374,-1.24758
58.376,-1.20574
58.378,-1.16157
58.38,-1.11818
58.382,-1.07711
58.384,-1.04146
58.386,-1.01202
58.388,-0.989544
58.39,-0.973271
58.392,-0.963197
58.394,-0.958548
58.396,-0.957773
58.398,-0.960873
58.4,-0.968622
58.402,-0.980245
58.404,-0.997293
58.406,-1.02131
58.408,-1.05309
58.41,-1.09338
58.412,-1.1422
58.414,-1.19877
58.416,-1.25998
58.418,-1.32275
58.42,-1.38397
58.422,-1.43898
58.424,-1.4847
58.426,-1.5188
58.428,-1.54127
58.43,-1.55134
58.432,-1.55212
58.434,-1.5467
58.436,-1.53895
58.438,-1.53197
58.44,-1.52965
58.442,-1.53352
58.444,-1.54437
58.446,-1.56219
58.448,-1.58389
58.45,-1.60869
58.452,-1.63271
58.454,-1.65596
58.456,-1.6761
58.458,-1.69315
58.46,-1.70632
58.462,-1.7164
58.464,-1.72415
58.466,-1.7288
58.468,-1.73035
58.47,-1.72802
58.472,-1.71795
58.474,-1.70012
58.476,-1.67145
58.478,-1.63116
58.48,-1.57847
58.482,-1.51647
58.484,-1.44518
58.486,-1.36924
58.488,-1.29175
58.49,-1.21581
58.492,-1.14452
58.494,-1.07866
58.496,-1.02054
58.498,-0.969397
58.5,-0.924453
58.502,-0.884933
58.504,-0.850062
58.506,-0.819841
58.508,-0.79582
58.51,-0.780322
58.512,-0.774897
58.514,-0.782646
58.516,-0.805118
58.518,-0.843088
58.52,-0.895006
58.522,-0.960098
58.524,-1.03294
58.526,-1.11043
58.528,-1.18637
58.53,-1.25688
58.532,-1.31733
58.534,-1.36537
58.536,-1.39869
58.538,-1.41884
58.54,-1.42504
58.542,-1.41961
58.544,-1.40489
58.546,-1.38319
58.548,-1.3553
58.55,-1.32275
58.552,-1.2871
58.554,-1.24913
58.556,-1.21116
58.558,-1.17242
58.56,-1.13677
58.562,-1.10423
58.564,-1.07711
58.566,-1.05696
58.568,-1.04379
58.57,-1.03836
58.572,-1.03914
58.574,-1.04689
58.576,-1.05773
58.578,-1.07246
58.58,-1.08873
58.582,-1.105
58.584,-1.12128
58.586,-1.13677
58.588,-1.15072
58.59,-1.16235
58.592,-1.16932
58.594,-1.17087
58.596,-1.16235
58.598,-1.14297
58.6,-1.1081
58.602,-1.05773
58.604,-0.990319
58.606,-0.907405
58.608,-0.812867
58.61,-0.710581
58.612,-0.606745
58.614,-0.509883
58.616,-0.423869
58.618,-0.356453
58.62,-0.309959
58.622,-0.288262
58.624,-0.289812
58.626,-0.313833
58.628,-0.358003
58.63,-0.419219
58.632,-0.49361
58.634,-0.578848
58.636,-0.671061
58.638,-0.769473
58.64,-0.869435
58.642,-0.968622
58.644,-1.06393
58.646,-1.14995
58.648,-1.22279
58.65,-1.27548
58.652,-1.30415
58.654,-1.30648
58.656,-1.28013
58.658,-1.22821
58.66,-1.1546
58.662,-1.06781
58.664,-0.976371
58.666,-0.890357
58.668,-0.819067
58.67,-0.770248
58.672,-0.749326
58.674,-0.7563
58.676,-0.788846
58.678,-0.843088
58.68,-0.910504
58.682,-0.98257
58.684,-1.05231
58.686,-1.11275
58.688,-1.1608
58.69,-1.19412
58.692,-1.21349
58.694,-1.22279
58.696,-1.22511
58.698,-1.22511
58.7,-1.22356
58.702,-1.22356
58.704,-1.22279
58.706,-1.21891
58.708,-1.20807
58.71,-1.18637
58.712,-1.14995
58.714,-1.09648
58.716,-1.02674
58.718,-0.942275
58.72,-0.847738
58.722,-0.750876
58.724,-0.657888
58.726,-0.576524
58.728,-0.513757
58.73,-0.474237
58.732,-0.458739
58.734,-0.468038
58.736,-0.497484
58.738,-0.542428
58.74,-0.595896
58.742,-0.650914
58.744,-0.700507
58.746,-0.738477
58.748,-0.763274
58.75,-0.773348
58.752,-0.770248
58.754,-0.75785
58.756,-0.740027
58.758,-0.721429
58.76,-0.705932
58.762,-0.697408
58.764,-0.695083
58.766,-0.698183
58.768,-0.704382
58.77,-0.708256
58.772,-0.706706
58.774,-0.694308
58.776,-0.668736
58.778,-0.629992
58.78,-0.578848
58.782,-0.520731
58.784,-0.458739
58.786,-0.401397
58.788,-0.352578
58.79,-0.317708
58.792,-0.299885
58.794,-0.29911
58.796,-0.313059
58.798,-0.33708
58.8,-0.366526
58.802,-0.395973
58.804,-0.421544
58.806,-0.438592
58.808,-0.448666
58.81,-0.451765
58.812,-0.45099
58.814,-0.451765
58.816,-0.457189
58.818,-0.470363
58.82,-0.49361
58.822,-0.526155
58.824,-0.564125
58.826,-0.603645
58.828,-0.640065
58.83,-0.666412
58.832,-0.68036
58.834,-0.678035
58.836,-0.659438
58.838,-0.627667
58.84,-0.585822
58.842,-0.540103
58.844,-0.496709
58.846,-0.460289
58.848,-0.436267
58.85,-0.426194
58.852,-0.431618
58.854,-0.450215
58.856,-0.480436
58.858,-0.518406
58.86,-0.561801
58.862,-0.605195
58.864,-0.647039
58.866,-0.685009
58.868,-0.717555
58.87,-0.744676
58.872,-0.764824
58.874,-0.778772
58.876,-0.785746
58.878,-0.785746
58.88,-0.780322
58.882,-0.768698
58.884,-0.752425
58.886,-0.733053
58.888,-0.712131
58.89,-0.691983
58.892,-0.673386
58.894,-0.658663
58.896,-0.648589
58.898,-0.64394
58.9,-0.64549
58.902,-0.651689
58.904,-0.662537
58.906,-0.678035
58.908,-0.697408
58.91,-0.721429
58.912,-0.75165
58.914,-0.788071
58.916,-0.831465
58.918,-0.883383
58.92,-0.942275
58.922,-1.00659
58.924,-1.07401
58.926,-1.1422
58.928,-1.20497
58.93,-1.25998
58.932,-1.30183
58.934,-1.32817
58.936,-1.33747
58.938,-1.32895
58.94,-1.3026
58.942,-1.26076
58.944,-1.20574
58.946,-1.13987
58.948,-1.06626
58.95,-0.987219
58.952,-0.90663
58.954,-0.826816
58.956,-0.749326
58.958,-0.678035
58.96,-0.615269
58.962,-0.5649
58.964,-0.52848
58.966,-0.508333
58.968,-0.506783
58.97,-0.522281
58.972,-0.554052
58.974,-0.599771
58.976,-0.654788
58.978,-0.71523
58.98,-0.774897
58.982,-0.83069
58.984,-0.878734
58.986,-0.915929
58.988,-0.9415
58.99,-0.956223
58.992,-0.960873
58.994,-0.957773
58.996,-0.9477
58.998,-0.931427
59,-0.908955
59.002,-0.880283
59.004,-0.843863
59.006,-0.797369
59.008,-0.739252
59.01,-0.670286
59.012,-0.589697
59.014,-0.499034
59.016,-0.402172
59.018,-0.301435
59.02,-0.202248
59.022,-0.107711
59.024,-0.0216971
59.026,0.0534679
59.028,0.118559
59.03,0.172802
59.032,0.215421
59.034,0.250292
59.036,0.275863
59.038,0.295236
59.04,0.307634
59.042,0.313059
59.044,0.311509
59.046,0.30066
59.048,0.282063
59.05,0.254941
59.052,0.220071
59.054,0.181326
59.056,0.140256
59.058,0.102286
59.06,0.0689659
59.062,0.044944
59.064,0.0317708
59.066,0.030221
59.068,0.0387449
59.07,0.0565675
59.072,0.0790395
59.074,0.101512
59.076,0.120109
59.078,0.130958
59.08,0.130183
59.082,0.116235
59.084,0.0867885
59.086,0.0441692
59.088,-0.0108486
59.09,-0.0759399
59.092,-0.14878
59.094,-0.22627
59.096,-0.304535
59.098,-0.382024
59.1,-0.454865
59.102,-0.522281
59.104,-0.581948
59.106,-0.631541
59.108,-0.669511
59.11,-0.694308
59.112,-0.704382
59.114,-0.698957
59.116,-0.67726
59.118,-0.640065
59.12,-0.588922
59.122,-0.52693
59.124,-0.457189
59.126,-0.385899
59.128,-0.317708
59.13,-0.258041
59.132,-0.211547
59.134,-0.180551
59.136,-0.168153
59.138,-0.172802
59.14,-0.1914
59.142,-0.222396
59.144,-0.258816
59.146,-0.296011
59.148,-0.328557
59.15,-0.353353
59.152,-0.368076
59.154,-0.371176
59.156,-0.364202
59.158,-0.350254
59.16,-0.331656
59.162,-0.312284
59.164,-0.295236
59.166,-0.281288
59.168,-0.271989
59.17,-0.266565
59.172,-0.26269
59.174,-0.258041
59.176,-0.249517
59.178,-0.235569
59.18,-0.215421
59.182,-0.1883
59.184,-0.155754
59.186,-0.120109
59.188,-0.0836889
59.19,-0.0511432
59.192,-0.0232469
59.194,-0.00309959
59.196,0.00697408
59.198,0.00774897
59.2,0
59.202,-0.0178226
59.204,-0.0441692
59.206,-0.0790395
59.208,-0.119334
59.21,-0.165053
59.212,-0.213872
59.214,-0.263465
59.216,-0.309184
59.218,-0.347929
59.22,-0.375825
59.222,-0.386674
59.224,-0.37815
59.226,-0.347154
59.228,-0.292911
59.23,-0.218521
59.232,-0.127083
59.234,-0.0247967
59.236,0.0798144
59.238,0.181326
59.24,0.271989
59.242,0.344829
59.244,0.396747
59.246,0.426968
59.248,0.436267
59.25,0.426194
59.252,0.402172
59.254,0.367301
59.256,0.326232
59.258,0.281288
59.26,0.234794
59.262,0.187525
59.264,0.140256
59.266,0.0929877
59.268,0.0464938
59.27,0.00154979
59.272,-0.0387449
59.274,-0.0728404
59.276,-0.0976371
59.278,-0.109261
59.28,-0.107711
59.282,-0.090663
59.284,-0.0596671
59.286,-0.0178226
59.288,0.030221
59.29,0.0821391
59.292,0.133282
59.294,0.178226
59.296,0.215421
59.298,0.240993
59.3,0.254166
59.302,0.254941
59.304,0.242543
59.306,0.216196
59.308,0.175902
59.31,0.120884
59.312,0.0503683
59.314,-0.0340955
59.316,-0.134057
59.318,-0.246417
59.32,-0.366526
59.322,-0.48896
59.324,-0.609069
59.326,-0.719105
59.328,-0.814417
59.33,-0.891132
59.332,-0.946925
59.334,-0.98257
59.336,-0.998843
59.338,-1.00039
59.34,-0.990319
59.342,-0.971721
59.344,-0.946925
59.346,-0.915154
59.348,-0.876409
59.35,-0.826041
59.352,-0.762499
59.354,-0.68191
59.356,-0.584273
59.358,-0.469588
59.36,-0.342505
59.362,-0.209222
59.364,-0.0767148
59.366,0.0457189
59.368,0.154205
59.37,0.242543
59.372,0.308409
59.374,0.353353
59.376,0.3797
59.378,0.392873
59.38,0.395973
59.382,0.394423
59.384,0.389773
59.386,0.38125
59.388,0.366526
59.39,0.34328
59.392,0.307634
59.394,0.256491
59.396,0.1914
59.398,0.11546
59.4,0.0340955
59.402,-0.0410696
59.404,-0.103836
59.406,-0.143356
59.408,-0.152655
59.41,-0.129408
59.412,-0.0728404
59.414,0.00929877
59.416,0.11081
59.418,0.220071
59.42,0.325457
59.422,0.418445
59.424,0.49206
59.426,0.543978
59.428,0.574974
59.43,0.588922
59.432,0.591247
59.434,0.588147
59.436,0.583498
59.438,0.579623
59.44,0.576524
59.442,0.56955
59.444,0.555601
59.446,0.52848
59.448,0.485861
59.45,0.424644
59.452,0.347154
59.454,0.258816
59.456,0.166603
59.458,0.0782646
59.46,0.00309959
59.462,-0.0511432
59.464,-0.082914
59.466,-0.0898881
59.468,-0.0736153
59.47,-0.0410696
59.472,0.00232469
59.474,0.0488185
59.476,0.0937626
59.478,0.131733
59.48,0.160404
59.482,0.181326
59.484,0.196824
59.486,0.209222
59.488,0.222396
59.49,0.237894
59.492,0.257266
59.494,0.280513
59.496,0.306084
59.498,0.330106
59.5,0.351029
59.502,0.366526
59.504,0.37505
59.506,0.37815
59.508,0.37505
59.51,0.368076
59.512,0.359552
59.514,0.350254
59.516,0.34173
59.518,0.332431
59.52,0.323907
59.522,0.313059
59.524,0.29911
59.526,0.282063
59.528,0.26114
59.53,0.239443
59.532,0.216971
59.534,0.197599
59.536,0.182101
59.538,0.173577
59.54,0.172027
59.542,0.177452
59.544,0.187525
59.546,0.199924
59.548,0.213097
59.55,0.223945
59.552,0.230919
59.554,0.234794
59.556,0.234794
59.558,0.234019
59.56,0.234794
59.562,0.239443
59.564,0.247967
59.566,0.263465
59.568,0.283612
59.57,0.307634
59.572,0.332431
59.574,0.356453
59.576,0.3766
59.578,0.390548
59.58,0.397522
59.582,0.397522
59.584,0.391323
59.586,0.3797
59.588,0.364202
59.59,0.345604
59.592,0.323132
59.594,0.297561
59.596,0.268115
59.598,0.234019
59.6,0.193724
59.602,0.14878
59.604,0.098412
59.606,0.044944
59.608,-0.00929877
59.61,-0.0643165
59.612,-0.116235
59.614,-0.164278
59.616,-0.206898
59.618,-0.245642
59.62,-0.279738
59.622,-0.310734
59.624,-0.337855
59.626,-0.361102
59.628,-0.3797
59.63,-0.391323
59.632,-0.393648
59.634,-0.384349
59.636,-0.360327
59.638,-0.320808
59.64,-0.266565
59.642,-0.199924
59.644,-0.124758
59.646,-0.0464938
59.648,0.0278963
59.65,0.0945375
59.652,0.148005
59.654,0.184426
59.656,0.203798
59.658,0.207673
59.66,0.197599
59.662,0.178226
59.664,0.15343
59.666,0.126308
59.668,0.0991869
59.67,0.0736153
59.672,0.0488185
59.674,0.0240218
59.676,-0.00154979
59.678,-0.030221
59.68,-0.0619918
59.682,-0.0968622
59.684,-0.130958
59.686,-0.163503
59.688,-0.18985
59.69,-0.209222
59.692,-0.219296
59.694,-0.219296
59.696,-0.211547
59.698,-0.197599
59.7,-0.182876
59.702,-0.169703
59.704,-0.161954
59.706,-0.162728
59.708,-0.171252
59.71,-0.185975
59.712,-0.205348
59.714,-0.223945
59.716,-0.237894
59.718,-0.244093
59.72,-0.238668
59.722,-0.221621
59.724,-0.192949
59.726,-0.155754
59.728,-0.11236
59.73,-0.0666412
59.732,-0.022472
59.734,0.0178226
59.736,0.0542428
59.738,0.0867885
59.74,0.116235
59.742,0.144906
59.744,0.175127
59.746,0.208447
59.748,0.246417
59.75,0.287487
59.752,0.330106
59.754,0.371951
59.756,0.409921
59.758,0.440917
59.76,0.461064
59.762,0.469588
59.764,0.464938
59.766,0.448666
59.768,0.421544
59.77,0.385124
59.772,0.34173
59.774,0.294461
59.776,0.243318
59.778,0.192175
59.78,0.140256
59.782,0.0891132
59.784,0.0418445
59.786,-0.000774897
59.788,-0.0364202
59.79,-0.0627667
59.792,-0.0767148
59.794,-0.075165
59.796,-0.0557926
59.798,-0.0193724
59.8,0.0333206
59.802,0.101512
59.804,0.181326
59.806,0.26734
59.808,0.354128
59.81,0.437042
59.812,0.510657
59.814,0.572649
59.816,0.619143
59.818,0.650914
59.82,0.667962
59.822,0.671836
59.824,0.664087
59.826,0.647039
59.828,0.621468
59.83,0.588922
59.832,0.547852
59.834,0.499034
59.836,0.440142
59.838,0.371951
59.84,0.293686
59.842,0.205348
59.844,0.11081
59.846,0.0108486
59.848,-0.0883383
59.85,-0.183651
59.852,-0.270439
59.854,-0.34328
59.856,-0.399847
59.858,-0.436267
59.86,-0.451765
59.862,-0.446341
59.864,-0.422319
59.866,-0.382024
59.868,-0.328557
59.87,-0.266565
59.872,-0.201473
59.874,-0.136382
59.876,-0.0767148
59.878,-0.0247967
59.88,0.0154979
59.882,0.044944
59.884,0.0612169
59.886,0.0650914
59.888,0.0588922
59.89,0.0433943
59.892,0.0216971
59.894,-0.00309959
59.896,-0.0309959
59.898,-0.0596671
59.9,-0.0883383
59.902,-0.11701
59.904,-0.144906
59.906,-0.172802
59.908,-0.200698
59.91,-0.22782
59.912,-0.252617
59.914,-0.272764
59.916,-0.285162
59.918,-0.287487
59.92,-0.276638
59.922,-0.250292
59.924,-0.209222
59.926,-0.155754
59.928,-0.0914379
59.93,-0.0232469
59.932,0.0418445
59.934,0.0999618
59.936,0.144131
59.938,0.169703
59.94,0.176677
59.942,0.165053
59.944,0.137932
59.946,0.102286
59.948,0.0643165
59.95,0.030221
59.952,0.00774897
59.954,0
59.956,0.0100737
59.958,0.0371951
59.96,0.0782646
59.962,0.129408
59.964,0.1852
59.966,0.240993
59.968,0.292911
59.97,0.33708
59.972,0.373501
59.974,0.401397
59.976,0.421544
59.978,0.436267
59.98,0.447116
59.982,0.454865
59.984,0.460289
59.986,0.462614
59.988,0.461064
59.99,0.45564
59.992,0.444791
59.994,0.429293
59.996,0.409921
59.998,0.387449
60,0.363427
60.002,0.339405
60.004,0.317708
60.006,0.296786
60.008,0.278188
60.01,0.260366
60.012,0.241768
60.014,0.222396
60.016,0.202248
60.018,0.182101
60.02,0.164278
60.022,0.15188
60.024,0.149555
60.026,0.159629
60.028,0.1852
60.03,0.22627
60.032,0.281288
60.034,0.346379
60.036,0.41612
60.038,0.482761
60.04,0.540103
60.042,0.581948
60.044,0.605195
60.046,0.608294
60.048,0.593571
60.05,0.565675
60.052,0.530805
60.054,0.495934
60.056,0.466488
60.058,0.446341
60.06,0.438592
60.062,0.440142
60.064,0.44944
60.066,0.460289
60.068,0.468813
60.07,0.469588
60.072,0.459514
60.074,0.439367
60.076,0.410696
60.078,0.37815
60.08,0.347929
60.082,0.325457
60.084,0.316158
60.086,0.321582
60.088,0.34328
60.09,0.37815
60.092,0.421544
60.094,0.465713
60.096,0.504458
60.098,0.530805
60.1,0.540103
60.102,0.529255
60.104,0.499034
60.106,0.45099
60.108,0.389773
60.11,0.320033
60.112,0.249517
60.114,0.181326
60.116,0.120109
60.118,0.068191
60.12,0.0263465
60.122,-0.00542428
60.124,-0.0294461
60.126,-0.0464938
60.128,-0.0581173
60.13,-0.0666412
60.132,-0.0705157
60.134,-0.0697408
60.136,-0.0643165
60.138,-0.052693
60.14,-0.0348704
60.142,-0.00929877
60.144,0.022472
60.146,0.060442
60.148,0.101512
60.15,0.143356
60.152,0.182876
60.154,0.216196
60.156,0.240993
60.158,0.254166
60.16,0.254941
60.162,0.242543
60.164,0.216971
60.166,0.179776
60.168,0.134832
60.17,0.0836889
60.172,0.0317708
60.174,-0.0178226
60.176,-0.0627667
60.178,-0.100737
60.18,-0.127858
60.182,-0.144906
60.184,-0.15188
60.186,-0.148005
60.188,-0.135607
60.19,-0.11546
60.192,-0.0883383
60.194,-0.0550177
60.196,-0.0162728
60.198,0.0271214
60.2,0.0767148
60.202,0.130183
60.204,0.187525
60.206,0.247192
60.208,0.307634
60.21,0.364977
60.212,0.418445
60.214,0.464164
60.216,0.502133
60.218,0.53158
60.22,0.550952
60.222,0.56335
60.224,0.570324
60.226,0.572649
60.228,0.572649
60.23,0.571874
60.232,0.568775
60.234,0.56335
60.236,0.553277
60.238,0.537779
60.24,0.514532
60.242,0.483536
60.244,0.444791
60.246,0.401397
60.248,0.357228
60.25,0.316158
60.252,0.284387
60.254,0.265015
60.256,0.26114
60.258,0.273539
60.26,0.30066
60.262,0.339405
60.264,0.384349
60.266,0.429293
60.268,0.470363
